time,trade,size,ask,os,bid,bs
102027,3440.800000,1,3440.600000,1,3440.400000,4
102028,3440.400000,1,3440.600000,2,3440.400000,3
102028,3440.600000,3,3440.600000,3,3440.400000,1
102029,3440.600000,1,3440.600000,2,3440.400000,1
102030,3440.600000,2,3440.800000,2,3440.600000,4
102031,3440.800000,2,3441.000000,12,3440.800000,2
102032,3440.800000,3,3440.800000,3,3440.600000,4
102033,3440.600000,3,3440.800000,5,3440.600000,5
102034,3440.600000,1,3440.800000,6,3440.600000,1
102035,3440.800000,4,3440.800000,2,3440.600000,2
102035,3440.800000,2,3440.800000,1,3440.600000,1
102036,3441.000000,3,3441.000000,11,3440.600000,1
102036,3440.600000,3,3440.600000,1,3440.400000,1
102037,3440.600000,1,3440.600000,1,3440.400000,1
102038,3440.800000,5,3441.000000,9,3440.200000,1
102039,3441.000000,1,3441.000000,8,3440.200000,1
102039,3441.000000,3,3441.000000,5,3440.600000,1
102040,3440.600000,2,3441.000000,6,3440.200000,2
102042,3441.000000,2,3441.000000,5,3440.400000,1
102044,3440.400000,1,3440.600000,1,3440.200000,4
102045,3440.600000,1,3440.800000,4,3440.200000,4
102047,3441.000000,10,3441.000000,1,3440.200000,4
102048,3440.600000,6,3440.600000,4,3440.400000,2
102049,3440.600000,8,3441.000000,1,3440.600000,1
102049,3440.400000,3,3440.800000,1,3440.200000,5
102050,3440.800000,1,3441.000000,2,3440.800000,3
102050,3440.800000,3,3440.800000,1,3440.400000,2
102051,3440.200000,7,3440.200000,23,3440.000000,15
102051,3440.200000,3,3440.200000,20,3440.000000,15
102052,3440.200000,3,3440.200000,17,3440.000000,17
102053,3440.200000,1,3440.200000,16,3440.000000,17
102053,3440.200000,8,3440.200000,14,3440.000000,11
102054,3440.000000,6,3440.200000,14,3440.000000,6
102055,3440.000000,1,3440.200000,14,3440.000000,5
102055,3440.000000,4,3440.200000,11,3440.000000,4
102056,3440.000000,5,3440.000000,1,3439.800000,1
102056,3440.000000,1,3440.000000,6,3439.800000,1
102057,3440.000000,6,3440.200000,10,3439.800000,1
102057,3439.800000,3,3440.200000,10,3440.000000,2
102058,3440.200000,1,3440.200000,9,3440.000000,2
102059,3440.200000,1,3440.200000,8,3440.000000,2
102059,3440.200000,11,3440.400000,10,3440.000000,2
102100,3440.000000,3,3440.400000,10,3439.400000,2
102101,3440.000000,1,3439.800000,1,3439.400000,2
102102,3439.400000,4,3440.000000,3,3439.400000,1
102103,3440.000000,2,3440.000000,4,3439.400000,1
102103,3439.400000,1,3440.000000,4,3439.800000,1
102104,3440.000000,2,3440.000000,3,3439.800000,1
102104,3439.800000,1,3440.000000,2,3439.600000,1
102105,3440.000000,2,3440.200000,1,3439.600000,1
102107,3440.400000,7,3440.600000,2,3440.400000,25
102108,3440.600000,2,3440.800000,3,3440.400000,25
102109,3440.400000,4,3440.800000,5,3440.400000,21
102110,3440.400000,2,3440.800000,5,3440.400000,19
102110,3440.800000,2,3440.800000,4,3440.400000,18
102111,3440.800000,1,3440.800000,3,3440.400000,18
102111,3440.800000,3,3441.000000,6,3440.600000,1
102112,3440.400000,8,3441.000000,6,3440.400000,12
102113,3440.400000,3,3441.000000,6,3440.400000,12
102116,3440.800000,4,3440.800000,1,3440.400000,12
102117,3440.800000,2,3440.800000,1,3440.400000,11
102118,3440.400000,4,3440.800000,1,3440.400000,8
102118,3440.800000,1,3441.000000,9,3440.800000,3
102120,3441.000000,2,3441.000000,8,3440.800000,2
102121,3441.000000,1,3441.000000,10,3440.800000,3
102121,3441.000000,3,3441.000000,8,3440.800000,2
102122,3440.800000,4,3441.000000,6,3440.600000,6
102124,3440.800000,1,3440.800000,1,3440.600000,6
102125,3440.600000,4,3441.000000,6,3440.600000,3
102125,3440.600000,1,3441.000000,6,3440.600000,2
102130,3441.200000,9,3440.800000,1,3440.600000,2
102130,3440.800000,1,3441.000000,1,3440.600000,2
102131,3441.000000,2,3441.200000,1,3441.000000,1
102134,3441.200000,1,3441.400000,5,3441.200000,2
102135,3441.200000,1,3441.400000,5,3441.200000,2
102137,3441.200000,1,3441.400000,5,3441.200000,1
102137,3441.200000,2,3441.400000,4,3441.200000,1
102138,3441.400000,2,3441.400000,2,3441.200000,2
102139,3441.400000,1,3441.400000,1,3441.200000,2
102139,3441.400000,1,3441.600000,6,3441.400000,1
102142,3441.600000,1,3441.600000,5,3441.400000,2
102143,3441.600000,2,3441.600000,3,3441.400000,2
102143,3441.400000,2,3441.600000,3,3441.200000,10
102144,3441.400000,1,3441.400000,2,3441.200000,10
102144,3441.200000,2,3441.400000,3,3441.200000,8
102145,3441.400000,13,3441.400000,1,3441.000000,14
102145,3441.000000,1,3441.400000,2,3441.000000,13
102146,3441.000000,11,3441.400000,2,3441.000000,3
102146,3441.400000,1,3441.400000,1,3441.000000,3
102147,3441.000000,3,3441.200000,1,3440.800000,4
102148,3441.600000,6,3441.600000,3,3441.400000,1
102149,3441.600000,1,3441.600000,8,3441.400000,1
102149,3441.400000,1,3441.600000,8,3441.000000,2
102150,3441.600000,5,3441.600000,3,3441.200000,2
102151,3441.600000,1,3441.600000,3,3441.200000,2
102152,3441.200000,2,3441.200000,1,3441.000000,3
102153,3441.200000,2,3441.400000,1,3441.200000,1
102153,3441.400000,1,3441.600000,3,3441.400000,1
102154,3441.400000,4,3441.800000,10,3441.200000,2
102154,3441.200000,3,3441.200000,8,3441.000000,2
102155,3441.200000,1,3441.200000,7,3441.000000,6
102156,3441.200000,7,3441.200000,1,3441.000000,5
102156,3441.200000,1,3441.400000,2,3441.000000,5
102157,3441.400000,1,3441.400000,1,3441.000000,5
102159,3441.400000,1,3441.600000,1,3441.200000,2
102200,3441.200000,2,3441.400000,3,3441.200000,1
102201,3441.400000,1,3441.400000,3,3441.200000,1
102202,3441.200000,1,3441.200000,4,3441.000000,9
102203,3441.200000,1,3441.200000,3,3441.000000,9
102203,3441.000000,1,3441.200000,7,3441.000000,8
102204,3441.200000,7,3441.400000,15,3441.200000,6
102205,3441.200000,2,3441.400000,15,3441.200000,8
102205,3441.200000,2,3441.400000,14,3441.200000,7
102206,3441.200000,1,3441.400000,14,3441.200000,7
102206,3441.400000,7,3441.400000,11,3441.200000,3
102207,3441.200000,1,3441.400000,11,3441.200000,2
102208,3441.200000,2,3441.200000,4,3441.000000,5
102210,3441.200000,4,3441.400000,11,3441.000000,6
102211,3441.200000,1,3441.400000,11,3441.200000,2
102211,3441.200000,1,3441.400000,11,3441.200000,1
102212,3441.200000,1,3441.400000,11,3441.000000,7
102212,3441.400000,1,3441.400000,10,3441.000000,8
102213,3441.000000,3,3441.200000,2,3441.000000,6
102214,3441.000000,2,3441.200000,3,3441.000000,4
102215,3441.200000,1,3441.200000,11,3441.000000,4
102215,3441.200000,1,3441.200000,10,3441.000000,4
102217,3441.000000,4,3441.200000,14,3440.800000,1
102218,3441.000000,2,3441.200000,14,3441.000000,10
102219,3441.000000,2,3441.200000,14,3441.000000,8
102219,3441.000000,1,3441.200000,14,3441.000000,7
102220,3441.000000,1,3441.200000,14,3441.000000,6
102220,3441.000000,6,3441.000000,1,3440.800000,1
102221,3441.200000,3,3441.200000,13,3440.800000,1
102223,3441.000000,6,3441.200000,13,3441.000000,2
102224,3441.200000,3,3441.200000,12,3440.800000,1
102224,3441.000000,1,3441.000000,9,3440.800000,1
102228,3441.000000,3,3441.000000,11,3440.800000,3
102230,3441.000000,3,3441.000000,8,3440.800000,5
102230,3440.800000,4,3441.000000,7,3440.800000,2
102231,3441.000000,3,3441.000000,4,3440.800000,2
102233,3440.800000,1,3441.000000,4,3440.800000,11
102233,3440.800000,1,3441.000000,5,3440.800000,10
102234,3441.000000,3,3441.000000,2,3440.800000,10
102234,3440.800000,1,3441.000000,2,3440.800000,9
102236,3441.000000,1,3441.000000,1,3440.800000,9
102238,3441.000000,1,3441.200000,7,3440.800000,11
102240,3441.000000,3,3441.200000,6,3441.000000,2
102241,3441.200000,1,3441.200000,5,3441.000000,2
102242,3441.200000,1,3441.200000,4,3441.000000,2
102242,3441.000000,2,3441.200000,4,3441.000000,1
102245,3441.200000,1,3441.200000,4,3441.000000,1
102246,3441.000000,2,3441.200000,4,3441.000000,4
102246,3441.200000,1,3441.200000,4,3441.000000,12
102248,3441.000000,2,3441.200000,3,3441.000000,12
102249,3441.200000,1,3441.200000,2,3441.000000,12
102249,3441.200000,1,3441.200000,1,3441.000000,12
102250,3441.200000,1,3441.600000,5,3441.000000,15
102251,3441.200000,1,3441.600000,5,3441.200000,1
102255,3441.400000,1,3441.600000,5,3441.000000,16
102256,3441.200000,1,3441.400000,3,3441.200000,1
102257,3441.200000,1,3441.400000,3,3441.000000,15
102258,3441.400000,1,3441.400000,2,3441.200000,2
102258,3441.400000,1,3441.400000,1,3441.200000,2
102259,3441.600000,9,3441.800000,9,3441.600000,5
102301,3441.400000,10,3441.400000,3,3441.200000,7
102301,3441.400000,1,3441.400000,2,3441.200000,7
102304,3441.400000,2,3441.400000,1,3441.200000,5
102304,3441.400000,1,3441.600000,8,3441.200000,5
102305,3441.200000,1,3441.600000,8,3441.200000,4
102307,3441.600000,1,3441.600000,9,3441.200000,4
102307,3441.200000,4,3441.200000,1,3441.000000,16
102308,3441.200000,1,3441.400000,1,3441.000000,16
102310,3441.000000,1,3441.200000,2,3441.000000,15
102311,3441.000000,5,3441.200000,1,3441.000000,14
102312,3441.000000,1,3441.200000,1,3441.000000,13
102312,3441.000000,1,3441.200000,1,3441.000000,12
102313,3441.000000,4,3441.200000,1,3441.000000,8
102314,3441.000000,3,3441.200000,1,3441.000000,5
102315,3441.000000,2,3441.200000,1,3441.000000,3
102315,3441.000000,3,3441.200000,1,3440.800000,2
102316,3441.200000,1,3441.400000,1,3440.800000,2
102319,3440.800000,2,3441.000000,1,3440.600000,9
102320,3441.000000,1,3441.000000,2,3440.600000,9
102320,3441.000000,1,3441.000000,1,3440.600000,9
102321,3440.600000,6,3441.000000,1,3440.600000,3
102322,3441.000000,1,3441.200000,3,3440.600000,3
102323,3441.000000,1,3440.800000,4,3440.600000,3
102323,3440.800000,1,3440.800000,3,3440.600000,4
102324,3440.600000,1,3440.800000,3,3440.600000,3
102325,3440.600000,1,3440.800000,3,3440.600000,2
102326,3440.600000,1,3440.800000,3,3440.600000,2
102327,3440.600000,1,3440.800000,3,3440.600000,1
102328,3440.600000,3,3440.800000,2,3440.400000,1
102329,3440.400000,1,3440.800000,2,3440.200000,12
102330,3440.400000,1,3440.800000,2,3440.200000,10
102330,3440.600000,1,3440.600000,4,3440.200000,11
102331,3440.600000,2,3440.600000,2,3440.400000,2
102333,3440.600000,4,3440.600000,6,3440.200000,13
102337,3440.600000,1,3440.600000,6,3440.200000,13
102339,3440.600000,1,3440.600000,5,3440.400000,1
102340,3440.400000,1,3440.600000,5,3440.200000,15
102342,3440.800000,7,3440.800000,1,3440.600000,5
102342,3440.600000,1,3440.800000,1,3440.600000,5
102343,3440.600000,1,3440.800000,1,3440.600000,5
102344,3440.600000,1,3440.800000,1,3440.600000,4
102344,3440.600000,2,3441.000000,1,3440.600000,3
102345,3440.600000,2,3441.000000,1,3440.600000,1
102346,3440.600000,1,3441.000000,1,3440.800000,1
102347,3441.000000,1,3441.200000,3,3440.800000,1
102349,3441.000000,1,3441.200000,3,3441.000000,3
102351,3441.000000,3,3441.000000,1,3440.800000,1
102353,3440.800000,1,3441.000000,1,3440.600000,1
102355,3440.600000,2,3441.000000,1,3440.600000,1
102357,3440.800000,1,3441.000000,2,3440.800000,2
102358,3441.000000,1,3441.000000,2,3440.800000,2
102358,3440.800000,1,3441.000000,2,3440.800000,1
102359,3441.000000,1,3441.000000,5,3440.800000,1
102400,3440.800000,2,3441.000000,4,3440.600000,2
102401,3440.600000,1,3441.000000,8,3440.600000,1
102401,3440.400000,2,3441.000000,8,3440.400000,2
102402,3441.000000,1,3441.000000,12,3440.400000,2
102403,3441.000000,2,3441.000000,10,3440.400000,2
102404,3440.400000,2,3440.800000,3,3440.400000,1
102405,3440.200000,2,3440.400000,2,3440.200000,21
102406,3440.200000,8,3440.400000,1,3440.200000,19
102407,3440.200000,1,3440.400000,1,3440.200000,18
102408,3440.400000,2,3440.800000,5,3440.400000,1
102410,3440.600000,1,3440.800000,9,3440.400000,11
102411,3440.800000,8,3440.800000,8,3440.400000,5
102412,3440.800000,2,3440.800000,6,3440.600000,1
102413,3440.400000,2,3440.800000,7,3440.600000,1
102414,3440.600000,1,3440.800000,7,3440.400000,4
102414,3440.800000,1,3440.800000,6,3440.400000,5
102415,3440.600000,9,3440.600000,3,3440.400000,6
102417,3440.600000,1,3440.600000,2,3440.400000,9
102417,3440.400000,2,3440.600000,2,3440.400000,7
102418,3440.400000,1,3440.600000,2,3440.400000,6
102419,3440.400000,6,3440.600000,2,3440.200000,17
102419,3440.600000,1,3440.600000,1,3440.200000,17
102421,3440.200000,3,3440.600000,2,3440.400000,1
102423,3440.200000,2,3440.600000,2,3440.200000,13
102424,3440.200000,2,3440.400000,2,3440.200000,12
102425,3440.200000,1,3440.400000,2,3440.200000,12
102425,3440.000000,20,3440.200000,1,3440.000000,18
102426,3440.000000,18,3440.000000,14,3439.800000,6
102427,3440.000000,1,3440.000000,13,3439.800000,6
102427,3439.800000,6,3439.800000,1,3439.600000,4
102428,3439.600000,1,3439.800000,2,3439.600000,3
102429,3439.600000,1,3439.800000,2,3439.600000,2
102429,3439.600000,2,3439.600000,1,3439.200000,3
102430,3439.000000,4,3439.600000,4,3438.800000,1
102431,3438.600000,3,3438.800000,1,3438.600000,2
102433,3438.800000,2,3439.600000,4,3438.600000,1
102433,3438.200000,5,3439.600000,4,3438.000000,8
102434,3438.800000,2,3438.600000,1,3438.000000,8
102435,3438.000000,1,3438.600000,1,3438.000000,7
102435,3438.000000,8,3438.000000,5,3437.200000,1
102436,3438.000000,1,3438.000000,11,3437.200000,1
102436,3437.000000,2,3437.200000,2,3437.000000,4
102437,3437.400000,6,3437.800000,2,3437.400000,3
102437,3437.400000,3,3437.400000,3,3437.000000,4
102438,3437.000000,3,3437.400000,3,3437.000000,8
102438,3437.000000,3,3437.400000,4,3437.000000,5
102439,3437.000000,2,3437.400000,4,3437.000000,4
102439,3437.000000,4,3437.400000,2,3437.000000,2
102440,3437.000000,5,3437.200000,1,3437.000000,3
102440,3437.000000,3,3437.200000,1,3437.000000,2
102441,3437.400000,6,3437.600000,1,3437.400000,3
102441,3437.000000,6,3437.600000,1,3437.200000,4
102442,3437.600000,13,3438.000000,9,3437.600000,2
102442,3437.200000,5,3436.800000,1,3436.200000,4
102443,3437.600000,6,3438.000000,9,3436.200000,4
102443,3438.000000,3,3438.000000,8,3437.200000,1
102444,3437.200000,12,3437.000000,12,3436.600000,1
102445,3436.600000,1,3437.000000,12,3436.200000,4
102445,3437.000000,5,3437.000000,12,3436.400000,13
102446,3436.400000,4,3437.000000,12,3436.400000,17
102446,3437.000000,2,3437.000000,10,3436.600000,2
102447,3436.400000,10,3436.600000,1,3436.400000,16
102447,3437.000000,7,3437.200000,2,3437.000000,17
102448,3437.200000,4,3437.200000,1,3437.000000,20
102448,3437.000000,5,3437.400000,2,3437.000000,18
102449,3437.400000,14,3437.600000,3,3437.200000,1
102450,3437.000000,4,3437.600000,4,3437.000000,5
102450,3437.000000,10,3437.600000,4,3437.000000,6
102451,3437.000000,1,3437.600000,4,3437.000000,6
102451,3437.000000,1,3437.600000,4,3437.000000,5
102452,3437.000000,5,3437.600000,3,3437.000000,1
102452,3437.600000,1,3437.600000,2,3437.200000,1
102453,3437.200000,1,3437.600000,5,3437.000000,1
102453,3437.000000,1,3437.600000,5,3437.200000,2
102454,3437.200000,3,3437.000000,5,3436.600000,1
102454,3436.400000,5,3437.000000,3,3436.400000,15
102455,3437.000000,2,3437.000000,2,3436.400000,15
102455,3436.600000,2,3436.800000,2,3436.400000,15
102456,3436.600000,3,3437.000000,3,3436.800000,2
102457,3437.000000,5,3437.000000,2,3436.800000,2
102457,3437.000000,4,3437.400000,2,3437.000000,1
102458,3437.200000,1,3437.200000,2,3437.000000,2
102458,3436.800000,4,3436.600000,3,3436.400000,20
102459,3436.600000,1,3436.600000,2,3436.400000,15
102500,3436.400000,3,3436.600000,1,3436.400000,14
102500,3436.600000,2,3436.800000,1,3436.400000,13
102501,3436.800000,1,3436.800000,2,3436.600000,1
102501,3436.800000,2,3436.800000,10,3436.600000,1
102502,3436.800000,3,3436.800000,18,3436.600000,2
102502,3436.400000,5,3436.800000,17,3436.400000,11
102503,3436.800000,4,3436.800000,13,3436.600000,1
102503,3436.400000,3,3436.600000,2,3436.400000,9
102504,3436.400000,6,3436.600000,1,3436.400000,5
102504,3436.400000,2,3437.000000,8,3436.400000,5
102505,3436.400000,8,3436.600000,1,3436.400000,4
102505,3436.400000,2,3436.600000,6,3436.400000,2
102506,3436.600000,1,3437.000000,7,3436.600000,1
102506,3437.000000,2,3437.000000,6,3436.600000,3
102508,3436.600000,10,3437.000000,1,3436.600000,2
102508,3436.600000,9,3437.400000,3,3436.400000,10
102509,3436.600000,2,3436.600000,1,3436.400000,10
102509,3437.400000,2,3437.400000,2,3436.600000,1
102510,3437.000000,1,3437.400000,2,3437.000000,9
102511,3437.000000,10,3437.600000,7,3437.000000,7
102511,3437.000000,1,3437.600000,7,3437.000000,6
102512,3437.600000,5,3437.600000,4,3437.200000,1
102512,3437.200000,1,3437.600000,4,3437.200000,1
102513,3437.600000,4,3437.800000,1,3437.200000,1
102515,3437.800000,3,3437.800000,5,3437.000000,4
102516,3436.600000,6,3437.800000,5,3437.200000,2
102517,3437.600000,1,3437.600000,2,3437.400000,2
102518,3437.400000,1,3437.600000,6,3437.400000,2
102518,3437.400000,1,3437.600000,6,3437.400000,1
102519,3437.600000,5,3437.600000,5,3437.200000,2
102519,3437.200000,1,3437.600000,5,3437.200000,1
102521,3437.200000,1,3437.600000,5,3437.000000,2
102521,3437.600000,6,3437.800000,5,3437.000000,2
102522,3437.200000,3,3437.800000,6,3437.000000,2
102523,3437.800000,1,3437.800000,5,3437.000000,2
102523,3437.000000,1,3437.200000,2,3437.000000,1
102524,3437.000000,1,3437.000000,20,3436.600000,15
102524,3437.000000,1,3437.000000,19,3436.600000,15
102525,3436.600000,9,3436.800000,2,3436.600000,6
102525,3436.800000,3,3437.000000,21,3436.600000,6
102526,3436.400000,9,3437.000000,21,3436.400000,14
102527,3436.600000,2,3436.600000,6,3436.400000,14
102528,3436.400000,5,3436.600000,6,3436.400000,9
102528,3436.400000,8,3436.600000,10,3436.400000,3
102529,3436.200000,11,3436.400000,6,3436.200000,15
102530,3436.400000,1,3436.400000,8,3436.200000,15
102530,3436.000000,22,3436.000000,9,3435.600000,3
102531,3435.600000,1,3436.000000,9,3435.600000,2
102531,3435.600000,2,3435.800000,1,3435.200000,8
102532,3435.600000,4,3435.800000,1,3435.200000,8
102533,3435.200000,7,3435.600000,1,3435.200000,4
102534,3435.400000,4,3436.000000,7,3435.400000,2
102535,3435.000000,20,3436.000000,7,3435.000000,5
102536,3435.000000,8,3435.600000,1,3435.000000,4
102536,3435.000000,5,3435.400000,5,3434.600000,1
102537,3434.600000,3,3434.600000,2,3433.000000,15
102538,3435.000000,2,3435.000000,2,3433.000000,15
102538,3435.000000,4,3434.800000,1,3433.000000,13
102539,3433.000000,1,3434.600000,2,3433.200000,1
102539,3434.600000,8,3434.800000,2,3433.400000,2
102540,3433.400000,5,3434.800000,1,3433.400000,5
102541,3434.800000,1,3435.000000,5,3433.600000,2
102542,3433.800000,2,3435.000000,4,3434.800000,1
102542,3435.000000,2,3435.000000,3,3433.600000,2
102543,3434.000000,2,3434.600000,2,3434.000000,3
102544,3434.800000,4,3435.000000,5,3434.000000,10
102545,3434.000000,2,3434.600000,4,3434.000000,11
102545,3434.000000,3,3434.600000,4,3434.000000,9
102546,3434.600000,5,3434.600000,3,3434.400000,1
102546,3434.200000,20,3435.400000,10,3434.200000,2
102548,3434.200000,1,3435.000000,5,3434.200000,2
102548,3435.000000,6,3435.000000,1,3434.200000,1
102549,3434.200000,12,3434.800000,1,3433.400000,5
102549,3434.200000,1,3434.800000,1,3433.400000,5
102550,3434.800000,2,3435.000000,4,3434.800000,3
102550,3434.800000,3,3435.000000,3,3433.600000,2
102551,3434.800000,3,3435.000000,3,3433.600000,1
102551,3434.200000,1,3434.800000,7,3433.600000,1
102552,3434.800000,1,3434.800000,7,3433.600000,1
102552,3433.600000,2,3434.600000,2,3433.400000,5
102553,3433.400000,3,3434.600000,2,3433.400000,8
102553,3434.600000,1,3434.600000,1,3433.400000,8
102555,3433.600000,10,3434.200000,1,3433.600000,2
102556,3433.600000,1,3434.000000,7,3433.600000,2
102556,3434.000000,3,3434.000000,5,3433.600000,1
102557,3433.400000,3,3433.600000,6,3433.400000,1
102557,3433.600000,5,3433.600000,3,3433.400000,1
102558,3433.600000,2,3433.400000,1,3433.200000,1
102558,3433.200000,1,3433.400000,1,3433.200000,2
102559,3433.200000,2,3433.200000,3,3433.000000,11
102559,3433.600000,11,3434.000000,9,3433.600000,7
102600,3433.600000,6,3434.000000,10,3433.600000,1
102601,3433.800000,1,3433.800000,1,3433.600000,1
102601,3433.200000,2,3433.800000,1,3433.200000,2
102602,3433.600000,5,3433.600000,5,3433.200000,3
102602,3433.600000,7,3433.600000,1,3433.200000,2
102603,3433.200000,2,3433.200000,1,3433.000000,8
102603,3433.200000,7,3434.000000,14,3433.200000,4
102604,3433.200000,1,3434.000000,14,3433.200000,4
102604,3434.000000,1,3434.000000,13,3433.200000,6
102605,3434.000000,3,3433.800000,2,3433.200000,7
102605,3433.800000,15,3433.800000,1,3433.000000,2
102606,3433.800000,1,3434.000000,10,3433.400000,1
102606,3434.000000,3,3434.000000,11,3433.000000,2
102607,3434.000000,1,3434.000000,10,3433.800000,3
102608,3433.800000,2,3434.000000,10,3433.800000,1
102608,3434.000000,4,3434.000000,8,3433.400000,1
102609,3434.000000,9,3434.200000,1,3433.400000,1
102610,3434.200000,1,3434.400000,1,3434.200000,1
102611,3434.000000,2,3434.400000,1,3434.000000,2
102611,3434.400000,3,3434.600000,2,3434.000000,2
102612,3434.600000,1,3434.600000,1,3434.000000,2
102613,3434.600000,1,3434.400000,1,3434.000000,2
102613,3434.000000,2,3434.400000,1,3434.200000,5
102614,3434.400000,2,3434.600000,2,3434.200000,4
102614,3434.600000,2,3434.800000,5,3434.600000,3
102615,3434.600000,1,3434.800000,5,3434.600000,2
102615,3434.600000,1,3434.800000,5,3434.600000,2
102616,3434.600000,5,3434.800000,1,3434.600000,2
102616,3434.800000,3,3435.000000,10,3434.800000,1
102617,3435.000000,2,3435.000000,8,3434.800000,2
102618,3435.000000,2,3435.000000,7,3434.800000,2
102618,3434.600000,5,3434.600000,1,3434.400000,1
102619,3434.600000,1,3435.000000,6,3434.400000,1
102619,3435.000000,5,3435.000000,1,3434.600000,1
102620,3435.000000,1,3435.400000,6,3435.000000,2
102620,3435.000000,1,3435.400000,6,3435.000000,2
102622,3435.400000,4,3435.400000,5,3434.600000,1
102624,3434.600000,2,3434.600000,3,3434.400000,2
102624,3434.600000,1,3434.600000,2,3434.400000,2
102625,3435.000000,3,3435.000000,2,3434.400000,2
102625,3434.400000,1,3435.000000,3,3434.400000,1
102626,3435.000000,3,3435.000000,1,3434.200000,11
102627,3434.800000,1,3435.000000,1,3434.400000,2
102627,3434.400000,1,3435.000000,3,3434.400000,1
102628,3434.400000,4,3434.800000,2,3434.400000,12
102629,3434.400000,4,3434.600000,3,3434.400000,10
102629,3434.400000,1,3434.600000,3,3434.400000,9
102630,3434.600000,2,3434.600000,1,3434.400000,9
102631,3434.400000,5,3434.600000,1,3434.400000,6
102631,3435.000000,3,3435.000000,8,3434.400000,6
102632,3435.000000,1,3435.000000,7,3434.600000,5
102632,3434.600000,1,3435.000000,7,3434.600000,4
102633,3435.000000,1,3435.000000,7,3434.600000,4
102634,3434.600000,1,3435.000000,8,3434.600000,3
102635,3435.000000,2,3435.000000,9,3434.600000,3
102637,3434.600000,3,3435.000000,12,3434.400000,15
102638,3434.400000,1,3435.000000,12,3434.400000,14
102638,3434.400000,2,3434.600000,2,3434.400000,5
102639,3434.600000,7,3434.600000,3,3434.200000,8
102640,3434.600000,1,3434.600000,4,3434.200000,8
102640,3434.000000,19,3434.000000,11,3433.800000,1
102641,3434.000000,4,3434.000000,9,3433.600000,3
102641,3434.000000,1,3433.800000,1,3433.600000,3
102642,3433.600000,3,3434.000000,14,3433.600000,2
102642,3433.800000,2,3434.000000,14,3433.600000,1
102643,3434.000000,2,3433.800000,2,3433.600000,1
102643,3434.000000,4,3434.000000,11,3433.600000,1
102644,3433.600000,1,3433.600000,1,3433.400000,2
102644,3433.600000,1,3434.000000,6,3433.400000,2
102645,3433.800000,3,3433.800000,4,3433.200000,5
102645,3433.200000,3,3433.600000,1,3433.200000,2
102646,3433.200000,2,3433.600000,2,3433.000000,6
102647,3433.000000,6,3433.000000,16,3432.800000,4
102648,3432.800000,1,3433.000000,16,3432.800000,3
102648,3433.000000,5,3433.000000,12,3432.800000,2
102649,3432.800000,6,3432.800000,2,3432.200000,2
102649,3432.200000,1,3432.800000,3,3432.200000,1
102650,3432.200000,1,3432.200000,2,3432.000000,5
102650,3432.200000,1,3432.200000,36,3432.000000,5
102651,3432.200000,14,3432.000000,1,3431.800000,1
102651,3431.400000,2,3431.800000,1,3431.200000,15
102652,3431.200000,2,3431.800000,3,3431.200000,13
102652,3431.800000,9,3431.800000,1,3431.400000,2
102653,3431.400000,2,3431.800000,1,3431.200000,8
102653,3431.200000,1,3431.800000,1,3431.200000,7
102654,3431.200000,2,3431.800000,1,3431.200000,5
102654,3431.800000,5,3432.000000,20,3431.800000,1
102655,3432.000000,5,3432.000000,17,3431.200000,4
102656,3431.400000,1,3431.800000,6,3431.200000,4
102656,3431.200000,3,3431.800000,6,3431.200000,7
102657,3431.200000,4,3431.800000,7,3431.200000,5
102657,3431.000000,7,3431.200000,2,3431.000000,8
102658,3431.200000,1,3431.200000,2,3431.000000,8
102658,3430.200000,13,3431.000000,2,3430.200000,11
102659,3431.000000,1,3431.000000,3,3430.200000,11
102700,3431.200000,16,3431.800000,10,3431.200000,1
102700,3431.200000,1,3431.800000,10,3430.400000,1
102701,3431.000000,1,3431.800000,10,3430.400000,1
102701,3430.200000,7,3431.200000,1,3430.200000,3
102702,3430.000000,3,3431.200000,7,3430.000000,23
102702,3430.000000,6,3430.800000,1,3430.600000,1
102703,3430.000000,9,3430.200000,1,3430.000000,13
102704,3430.000000,10,3430.200000,7,3430.000000,10
102704,3430.200000,4,3430.200000,7,3430.000000,9
102705,3430.200000,14,3430.200000,4,3429.800000,1
102705,3430.200000,4,3430.000000,4,3429.800000,1
102706,3430.000000,1,3430.000000,8,3429.800000,1
102707,3430.000000,4,3430.000000,5,3429.000000,2
102708,3430.000000,1,3429.800000,1,3429.200000,4
102709,3429.200000,7,3430.000000,3,3429.200000,4
102709,3430.000000,2,3430.000000,1,3429.200000,4
102710,3429.200000,7,3430.800000,1,3429.200000,3
102710,3430.000000,4,3430.800000,1,3430.000000,1
102711,3429.400000,2,3430.400000,1,3429.200000,3
102711,3429.200000,3,3430.400000,1,3430.000000,4
102712,3430.800000,2,3430.600000,1,3430.000000,10
102712,3430.200000,4,3431.200000,10,3430.200000,16
102713,3431.200000,2,3430.600000,3,3430.200000,16
102713,3430.600000,4,3431.200000,9,3431.000000,3
102714,3431.200000,3,3431.200000,6,3431.000000,3
102714,3431.000000,5,3431.200000,3,3431.000000,1
102715,3431.200000,5,3431.800000,9,3430.400000,8
102715,3430.400000,1,3431.800000,9,3431.200000,1
102716,3431.800000,1,3431.800000,7,3431.200000,1
102717,3431.400000,1,3431.800000,12,3431.200000,2
